,Diện Tích,Giá,Triệu/m2,Số Phòng Ngủ,Số Nhà Vệ Sinh,Giá Đề Xuất,Giá Quận,Giá Đường
1289,67.0,3.38,50.4,2.0,2.0,61450.0,7.5,6.7
1294,70.0,4.1,58.6,2.0,2.0,128000.0,8.19,4.975
1305,51.0,3.5700000000000003,70.0,2.0,2.0,141700.0,6.5,4.062
1309,72.0,5.0,69.4,2.0,2.0,52500.0,5.2,4.896000000000001
1310,128.9,25.0,193.9,4.0,6.0,178200.0,8.35,25.0
1313,85.0,2.8,32.9,2.0,2.0,23800.0,2.6,2.7
1314,44.0,8.15,185.2,3.0,3.0,97200.0,8.9,8.4
1315,333.0,50.0,150.2,8.0,8.0,174500.0,12.0,5.199999999999999
1317,70.0,2.55,36.4,2.0,2.0,129600.0,6.7,6.4
1319,80.0,10.5,131.2,6.0,7.0,69700.0,6.0,9.445
1320,63.0,12.0,190.5,6.0,5.0,175600.0,8.19,10.5
1322,91.4,6.0,65.6,2.0,2.0,179800.0,8.9,9.9
1326,69.0,2.22,32.2,2.0,2.0,246900.0,4.4,3.6500000000000004
1327,130.0,12.0,92.3,3.0,2.0,129600.0,6.7,6.4
1329,55.0,4.85,88.2,1.0,1.0,145800.0,8.9,5.2
1331,150.0,10.0,66.7,3.0,2.0,129600.0,6.7,6.4
1336,104.0,8.6,82.7,4.0,5.0,37500.0,2.6,7.8
1338,68.0,6.2,91.2,4.0,6.0,64800.0,6.95,7.050000000000001
1339,148.0,13.0,87.8,4.0,4.0,64800.0,6.95,7.050000000000001
1340,59.16,13.3,224.8,10.0,10.0,266000.0,14.0,13.9
1342,41.0,7.9,192.7,3.0,3.0,190600.0,8.35,19.85
1343,54.0,14.8,274.1,2.0,2.0,227600.0,7.51,14.8
1346,183.0,15.0,82.0,3.0,4.0,64800.0,6.95,7.050000000000001
1348,221.0,49.0,221.7,22.0,24.0,101300.0,6.0,6.6
1352,118.0,10.5,89.0,6.0,6.0,28400.0,4.675000000000001,8.35
1355,95.8,5.0,52.2,2.0,2.0,72900.0,6.5,6.2
1356,250.0,18.0,72.0,5.0,4.0,64800.0,6.95,7.050000000000001
1360,425.0,33.0,77.6,4.0,4.0,64800.0,6.95,7.050000000000001
1364,33.0,3.5,106.1,3.0,3.0,71700.0,6.7,4.3950000000000005
1378,270.0,110.0,407.4,4.0,3.0,121500.0,6.7,49.0
1380,127.0,21.0,165.4,3.0,2.0,132000.0,7.5,7.300000000000001
1381,102.6,5.5,53.6,2.0,2.0,93150.0,6.7,7.5
1387,73.0,3.6,49.3,2.0,2.0,132000.0,7.5,7.300000000000001
1389,47.0,6.1,129.8,2.0,2.0,80200.0,6.0,6.25
1392,80.0,3.99,49.9,2.0,2.0,52500.0,5.2,4.896000000000001
1393,103.0,23.9,232.0,5.0,5.0,409900.0,14.0,24.45
1396,73.6,11.9,161.7,5.0,5.0,226800.0,8.35,6.7
1397,50.0,3.5,70.0,3.0,3.0,106600.0,6.0,6.0
1400,52.8,1.9,36.0,2.0,2.0,66200.0,7.5,4.0
1401,103.0,9.5,92.2,2.0,2.0,113400.0,8.9,7.9
1402,48.8,8.9,182.4,4.0,5.0,115400.0,14.0,6.0
1403,102.0,23.0,225.5,7.0,9.0,176500.0,12.0,13.1
1406,85.0,21.0,247.1,3.0,3.0,155500.0,7.51,21.0
1408,85.0,5.6,65.9,3.0,1.0,128000.0,7.51,5.65
1409,156.29,23.0,147.2,3.0,3.0,50200.0,7.5,12.25
1414,105.0,12.35,117.6,6.0,6.0,90700.0,6.5,6.5
1417,51.23,9.5,185.4,1.0,1.0,307400.0,14.0,13.5
1418,69.9,4.95,70.8,2.0,2.0,200800.0,12.0,10.6
1421,51.23,8.5,165.9,1.0,1.0,307400.0,14.0,13.5
1423,37.27,1.8635000000000002,50.0,1.0,1.0,129600.0,6.7,6.4
1425,130.0,25.5,196.2,5.0,5.0,101300.0,6.0,6.6
1426,90.0,15.5,172.2,3.0,3.0,61450.0,7.5,6.7
1427,93.0,2.5,26.9,2.0,2.0,119100.0,6.5,14.0
1429,16.0,8.5,531.2,3.0,4.0,180600.0,14.0,7.3
1430,84.0,7.5,89.3,2.0,2.0,104300.0,4.4,6.4
1433,31.0,3.4,109.7,2.0,3.0,116600.0,6.0,18.8
1434,72.0,2.79,38.8,2.0,2.0,72900.0,6.5,6.2
1435,56.0,2.85,50.9,4.0,4.0,267300.0,8.35,8.6
1436,109.0,31.0,284.4,8.0,8.0,409900.0,14.0,24.45
1440,70.0,2.15,30.7,2.0,2.0,146300.0,4.4,3.15
1441,54.0,6.0,111.1,4.0,4.0,106600.0,6.0,6.0
1445,80.0,7.8,97.5,5.0,6.0,64800.0,6.95,7.050000000000001
1447,127.0,77.0,606.3,30.0,30.0,278700.0,14.0,11.594999999999999
1448,71.0,1.65,23.2,2.0,2.0,64800.0,6.95,7.050000000000001
1449,31.0,1.6,51.6,1.0,1.0,204800.0,12.0,17.05
1450,200.0,26.0,130.0,5.0,4.0,52500.0,5.2,4.896000000000001
1453,101.8,4.95,48.6,3.0,2.0,66200.0,7.5,3.6500000000000004
1455,88.0,6.8,77.3,5.0,6.0,59000.0,6.0,7.225
1456,109.0,25.0,229.4,15.0,15.0,139200.0,12.0,64.25
1460,95.0,5.6,58.9,3.0,2.0,52500.0,5.2,4.896000000000001
1463,56.0,6.9,123.2,4.0,6.0,90700.0,6.5,6.5
1464,75.0,9.0,120.0,2.0,2.0,416000.0,14.0,13.75
1466,44.0,10.5,238.6,4.0,4.0,173300.0,7.51,11.0
1468,55.0,3.6,65.5,2.0,2.0,133600.0,6.0,4.92
1471,72.0,8.34,115.8,2.0,2.0,132000.0,7.5,7.300000000000001
1478,200.0,27.5,137.5,3.0,3.0,55900.0,6.95,27.5
1479,56.0,6.2,110.7,4.0,3.0,40100.0,5.2,7.1
1487,52.0,6.2,119.2,4.0,4.0,76100.0,8.9,6.2
1490,41.0,3.65,89.0,2.0,2.0,133600.0,6.0,4.92
1492,48.9,2.38,48.7,4.0,4.0,174600.0,8.19,3.5
1496,247.0,48.0,194.3,10.0,10.0,81000.0,6.5,48.0
1498,61.0,6.4,104.9,2.0,2.0,199600.0,7.51,11.6
1505,80.0,4.5,56.2,2.0,2.0,97200.0,6.7,9.25
1510,85.0,2.6,30.6,2.0,2.0,23800.0,2.6,2.7
1514,123.0,9.99,81.2,10.0,9.0,129600.0,6.7,6.4
1516,112.0,4.65,41.5,2.0,1.0,62000.0,4.65,4.65
1518,553.0,118.0,213.4,5.0,6.0,120700.0,7.5,32.5
1519,68.0,2.03,29.9,2.0,2.0,151700.0,8.19,3.19
1520,36.0,3.75,104.2,2.0,2.0,129600.0,8.9,10.6
1522,96.0,5.65,58.9,2.0,2.0,72900.0,6.5,6.2
1523,54.0,9.5,175.9,3.0,2.0,174600.0,8.19,3.5
1524,64.0,1.88,29.4,2.0,2.0,162800.0,4.6,23.0
1527,44.0,1.7,38.6,2.0,2.0,115000.0,6.5,10.5
1528,70.0,1.59,22.7,2.0,2.0,121500.0,6.5,7.5
1531,96.0,5.7,59.4,3.0,2.0,128000.0,8.19,4.975
1532,71.0,2.39,33.7,2.0,2.0,115100.0,7.51,5.6
1533,62.0,1.68,27.1,2.0,1.0,61450.0,7.5,1.55
1535,51.0,6.5,127.5,4.0,5.0,101300.0,6.0,6.6
1536,76.0,1.85,24.3,2.0,2.0,66200.0,7.5,4.0
1539,114.0,12.5,109.6,3.0,2.0,416000.0,14.0,13.75
1540,27.5,1.55,56.4,1.0,1.0,129600.0,6.7,6.4
1541,150.0,21.6,144.0,3.0,3.0,179800.0,8.9,9.9
1543,74.0,12.9,174.3,3.0,3.0,69700.0,6.0,6.550000000000001
1547,40.0,2.45,61.3,1.0,1.0,11100.0,4.05,2.4000000000000004
1549,111.0,27.0,243.2,6.0,5.0,129600.0,6.7,6.4
1551,35.0,2.05,58.6,1.0,1.0,128000.0,8.19,4.975
1554,50.0,10.2,204.0,4.0,5.0,136400.0,8.19,17.195
1557,72.0,7.3,101.4,3.0,4.0,94000.0,6.5,7.7
1558,82.0,2.02,24.6,2.0,2.0,66200.0,7.5,3.6500000000000004
1564,73.0,4.57,62.6,2.0,2.0,130900.0,8.19,3.3
1568,40.0,3.2,80.0,2.0,2.0,133600.0,6.0,4.92
1572,83.0,8.8,106.0,4.0,6.0,94000.0,6.5,7.7
1585,68.0,3.11,45.7,2.0,2.0,72900.0,6.5,6.2
1591,80.0,3.79,47.4,4.0,4.0,72900.0,6.7,7.395
1592,30.4,5.8,190.8,2.0,3.0,213800.0,7.51,11.0
1609,53.0,6.5,122.6,3.0,3.0,93300.0,7.51,6.375
1614,160.0,22.0,137.5,3.0,4.0,143400.0,6.95,3.8
1624,58.0,5.6,96.6,3.0,3.0,77800.0,6.5,4.525
1627,80.0,4.8,60.0,2.0,2.0,52500.0,5.2,4.896000000000001
1628,50.0,2.89,57.8,2.0,3.0,50200.0,6.0,3.95
1631,123.0,17.0,138.2,5.0,6.0,53500.0,6.95,17.0
1633,65.6,3.59,54.7,4.0,4.0,94700.0,7.51,3.59
1634,55.0,6.4,116.4,3.0,3.0,101300.0,6.0,6.6
1638,116.7,5.98,51.2,6.0,6.0,101900.0,4.65,4.5
1641,45.0,1.55,34.4,1.0,1.0,64800.0,6.95,7.050000000000001
1644,65.0,1.65,25.4,2.0,2.0,151700.0,8.19,3.19
1647,86.13,4.73715,55.0,2.0,2.0,120700.0,7.5,5.5
1649,65.0,5.2,80.0,3.0,2.0,80200.0,6.0,6.25
1651,45.0,2.45,54.4,4.0,3.0,175800.0,8.35,11.575
1652,71.0,1.84,25.9,2.0,2.0,37300.0,4.7,2.25
1660,74.0,13.5,182.4,2.0,2.0,307400.0,14.0,13.5
1663,50.6,6.8,134.4,4.0,5.0,227600.0,7.51,14.8
1666,69.0,1.7,24.6,2.0,2.0,87500.0,4.675000000000001,6.2
1667,80.0,6.8,85.0,3.0,4.0,36500.0,2.6,2.4000000000000004
1670,60.0,4.8,80.0,3.0,2.0,78000.0,6.0,4.3
1671,93.0,6.69,71.9,8.0,5.0,83983.33333333333,4.7,2.7
1673,95.0,16.5,173.7,5.0,5.0,61450.0,7.5,6.7
1675,105.0,8.5,81.0,2.0,1.0,64800.0,6.95,7.050000000000001
1676,182.46,19.0,104.1,2.0,2.0,55900.0,6.95,6.95
1677,72.0,2.25,31.2,2.0,1.0,72900.0,6.5,6.2
1684,108.0,8.5,78.7,3.0,2.0,50200.0,7.5,12.25
1685,105.0,14.6,139.0,3.0,2.0,132000.0,7.5,7.300000000000001
1687,80.0,7.79,97.4,5.0,5.0,62000.0,4.65,4.65
1688,74.0,1.82,24.6,2.0,2.0,101300.0,6.0,6.6
1693,67.0,6.4,95.5,5.0,5.0,26500.0,4.65,5.95
1694,63.0,5.78,91.7,4.0,4.0,81000.0,6.7,4.95
1699,123.0,33.0,268.3,25.0,27.0,93150.0,6.7,7.5
1701,89.1,8.1,90.9,2.0,2.0,179800.0,8.9,9.9
1704,49.2,2.45,49.8,4.0,2.0,199600.0,7.51,11.6
1706,50.0,1.4,28.0,2.0,2.0,49800.0,2.6,2.85
1715,45.0,2.25,50.0,3.0,4.0,66400.0,6.0,6.25
1721,52.0,3.05,58.7,4.0,3.0,107550.0,6.1,2.42
1733,48.6,4.89,100.6,1.0,1.0,132000.0,7.5,7.300000000000001
1735,129.0,11.2,86.8,4.0,4.0,90700.0,7.5,11.8
1737,86.0,9.0,104.7,2.0,2.0,295000.0,7.5,14.25
1740,90.0,8.0,88.9,3.0,2.0,45500.0,6.95,8.0
1744,40.0,3.85,96.2,2.0,2.0,48200.0,8.19,3.85
1745,80.0,10.0,125.0,2.0,2.0,416000.0,14.0,13.75
1746,72.0,5.0,69.4,2.0,2.0,174500.0,12.0,5.199999999999999
1747,51.0,15.5,303.9,8.0,8.0,179800.0,8.9,9.9
1748,155.0,16.5,106.5,4.0,3.0,179800.0,8.9,9.9
1751,157.0,24.5,156.1,33.0,33.0,145800.0,4.7,8.8
1752,48.5,2.65,54.6,1.0,1.0,132000.0,7.5,7.300000000000001
1754,80.0,7.1,88.8,1.0,1.0,121500.0,6.5,7.5
1758,76.0,3.75,49.3,4.0,4.0,145800.0,8.9,5.2
1760,45.0,5.0,111.1,1.0,2.0,179800.0,8.9,9.9
1763,75.0,3.375,45.0,2.0,2.0,66200.0,7.5,3.6500000000000004
1766,55.0,1.5,27.3,2.0,2.0,49800.0,2.6,2.85
1767,116.0,6.75,58.2,3.0,2.0,129600.0,6.7,6.4
1770,50.0,1.39,27.8,2.0,2.0,49800.0,2.6,2.85
1775,75.4,5.6,74.3,2.0,2.0,307400.0,14.0,13.5
1782,45.0,1.48,32.9,1.0,1.0,64800.0,6.95,7.050000000000001
1786,50.0,1.45,29.0,2.0,2.0,49800.0,2.6,2.85
1790,50.0,1.38,27.6,2.0,2.0,49800.0,2.6,2.85
1791,50.0,7.5,150.0,7.0,7.0,226800.0,8.35,7.15
1798,88.0,4.6,52.3,2.0,2.0,182700.0,4.6,4.6
1801,51.0,6.0,117.6,4.0,4.0,145800.0,6.7,15.5
1805,54.0,1.8,33.3,2.0,1.0,168000.0,8.19,11.5
1808,90.0,2.0,22.2,3.0,2.0,23750.0,2.6,1.5
1809,42.0,3.9,92.9,2.0,2.0,101300.0,6.0,6.6
1811,75.0,4.6,61.3,2.0,2.0,66200.0,7.5,4.0
1812,71.0,3.58,50.4,2.0,2.0,72900.0,6.5,6.2
1814,182.0,32.0,175.8,4.0,4.0,188600.0,12.0,23.0
1816,88.8,4.88,55.0,2.0,2.0,72900.0,6.5,6.2
1819,58.5,9.9,169.2,4.0,5.0,109400.0,7.51,9.9
1820,90.0,7.9,87.8,3.0,2.0,196900.0,8.19,5.15
1827,103.0,15.5,150.5,4.0,4.0,247100.0,8.35,15.5
1832,34.8,4.95,142.2,3.0,4.0,82600.0,8.9,4.365
1838,88.0,2.49,28.3,2.0,2.0,52500.0,5.2,4.896000000000001
1854,220.0,4.35,19.8,4.0,3.0,52500.0,5.2,4.896000000000001
1855,50.0,2.75,55.0,2.0,3.0,44050.0,4.675000000000001,3.925
1857,84.0,3.8,45.2,3.0,2.0,72900.0,6.5,6.2
1858,22.0,1.45,65.9,2.0,1.0,93150.0,6.7,7.5
1859,60.0,3.78,63.0,4.0,4.0,82600.0,8.9,4.365
1860,110.0,13.0,118.2,3.0,2.0,100500.0,8.19,13.25
1861,57.0,8.5,149.1,3.0,3.0,103300.0,8.19,8.9
1863,70.94,4.965800000000001,70.0,2.0,2.0,120700.0,7.5,5.5
1864,64.0,7.5,117.2,1.0,1.0,132000.0,7.5,7.300000000000001
1865,93.0,19.5,209.7,6.0,7.0,128000.0,8.19,4.975
1866,153.0,17.5,114.4,4.0,3.0,179800.0,8.9,9.9
1868,138.6,12.5,90.2,1.0,1.0,80200.0,6.0,6.25
1869,71.0,5.8,81.7,2.0,2.0,196900.0,8.19,5.15
1880,64.0,5.1,79.7,2.0,1.0,196900.0,8.19,5.15
1884,63.0,7.0,111.1,4.0,5.0,101300.0,6.0,6.6
1889,300.0,65.0,216.7,30.0,30.0,96200.0,8.19,26.2
1895,64.0,7.2,112.5,2.0,2.0,94800.0,6.5,12.7
1896,105.0,3.2,30.5,4.0,5.0,20700.0,2.6,2.06
1903,320.0,88.0,275.0,5.0,6.0,77000.0,7.5,88.0
1908,71.0,2.73,38.5,2.0,2.0,145800.0,6.7,15.5
1912,80.0,18.0,225.0,6.0,7.0,105300.0,6.5,6.3
1914,162.5,19.0,116.9,3.0,3.0,66200.0,7.5,8.3
1915,56.0,5.99,107.0,5.0,5.0,67900.0,4.675000000000001,5.65
1916,62.0,2.9,46.8,2.0,2.0,64800.0,6.95,3.0
1926,44.0,3.25,73.9,4.0,5.0,97500.0,6.0,4.175
1927,57.0,1.84,32.3,2.0,2.0,64800.0,6.95,7.050000000000001
1929,52.0,3.25,62.5,4.0,3.0,138000.0,4.6,3.25
1930,64.0,8.9,139.1,4.0,5.0,123900.0,8.19,10.8
1933,130.0,6.5,50.0,2.0,1.0,48600.0,6.95,6.395
1941,65.0,6.6,101.5,7.0,8.0,72900.0,4.7,4.75
1944,50.0,6.8,136.0,4.0,5.0,145800.0,4.7,8.8
1951,45.0,3.05,67.8,3.0,2.0,64800.0,8.9,4.0
1954,35.2,2.65,75.3,4.0,4.0,173300.0,7.51,11.0
1958,58.0,10.6,182.8,5.0,5.0,262100.0,8.35,12.05
1960,65.0,11.9,183.1,4.0,4.0,128300.0,8.19,14.149999999999999
1962,67.1,5.3,79.0,1.0,1.0,66200.0,7.5,8.3
1965,100.0,7.1,71.0,3.0,4.0,55100.0,7.5,5.5
1968,50.0,2.55,51.0,2.0,2.0,164700.0,4.4,4.324999999999999
1969,99.6,19.6,196.8,8.0,8.0,166100.0,8.9,8.645
1971,66.0,11.5,174.2,3.0,4.0,175600.0,7.51,11.0
1972,129.0,25.0,193.8,10.0,10.0,72500.0,8.9,17.4
1973,75.0,8.8,117.3,4.0,5.0,66200.0,7.5,4.0
1975,52.0,2.49,47.9,4.0,5.0,130400.0,4.7,7.35
1981,65.0,6.2,95.4,7.0,7.0,80200.0,6.0,6.25
1982,130.0,10.0,76.9,3.0,2.0,179800.0,8.9,9.9
1985,158.0,10.8,68.4,5.0,5.0,66200.0,7.5,10.65
1986,120.0,10.8,90.0,3.0,2.0,179800.0,8.9,9.9
1987,81.0,2.5,30.9,4.0,4.0,83983.33333333333,4.7,2.7
1988,81.0,3.92,48.4,2.0,2.0,86800.0,4.675000000000001,3.2
1989,84.0,18.6,221.4,4.0,4.0,92800.0,4.675000000000001,28.05
1990,61.3,3.68,60.0,5.0,6.0,137400.0,4.6,3.69
1991,72.0,1.72,23.9,2.0,2.0,64800.0,6.95,7.050000000000001
1993,92.0,11.2,121.7,2.0,2.0,132000.0,7.5,7.300000000000001
1996,80.0,3.9,48.8,2.0,2.0,86800.0,4.675000000000001,3.2
2000,148.0,8.8,59.5,3.0,3.0,93150.0,6.7,7.5
2001,62.0,2.9,46.8,4.0,5.0,94800.0,6.0,14.0
2005,21.0,1.22,58.1,2.0,2.0,57000.0,5.2,6.85
2008,132.0,25.0,189.4,4.0,5.0,56700.0,6.7,4.05
2011,45.0,6.9,153.3,4.0,5.0,60800.0,4.7,6.9
2012,32.0,4.3,134.4,3.0,2.0,166100.0,8.9,8.645
2014,101.0,14.0,138.6,3.0,2.0,132000.0,7.5,8.100000000000001
2015,50.0,7.3,146.0,4.0,3.0,122300.0,8.9,4.29
2017,121.0,7.0,57.9,3.0,2.0,72900.0,6.5,6.2
2018,81.2,9.2,113.3,2.0,2.0,166100.0,8.9,8.645
2019,128.0,10.0,78.1,3.0,2.0,49600.0,4.65,9.7
2021,80.0,1.75,21.9,2.0,2.0,130900.0,8.19,3.3
2023,74.0,4.5,60.8,2.0,2.0,52500.0,5.2,4.896000000000001
2025,27.0,1.5,55.6,1.0,1.0,129600.0,6.7,6.4
2034,50.0,2.15,43.0,3.0,4.0,90700.0,6.5,6.5
2036,94.0,9.8,104.3,2.0,2.0,295000.0,7.5,14.25
2038,56.0,3.8,67.9,2.0,1.0,132000.0,7.5,7.300000000000001
2040,210.0,15.0,71.4,13.0,13.0,39166.66666666666,5.2,3.7
2045,198.0,37.5,189.4,5.0,5.0,92800.0,4.675000000000001,28.05
2052,52.0,1.58,30.4,1.0,1.0,66200.0,7.5,8.3
2077,38.0,0.75,19.7,1.0,1.0,36500.0,2.6,2.4000000000000004
2081,49.0,2.5,51.0,6.0,7.0,122300.0,8.9,4.29
2083,48.15,1.99,41.3,2.0,1.0,260000.0,4.6,4.9
2086,70.0,23.0,328.6,15.0,18.0,81000.0,6.7,9.9
2090,46.85,1.64,35.0,2.0,1.0,125200.0,12.0,1.795
2094,59.16,13.9,235.0,6.0,7.0,266000.0,14.0,13.9
2095,200.0,18.5,92.5,2.0,1.0,81800.0,6.5,10.0
2100,72.0,8.45,117.4,2.0,2.0,132000.0,7.5,8.100000000000001
2103,150.0,27.0,180.0,8.0,10.0,200800.0,12.0,10.6
2104,65.0,5.75,88.5,3.0,3.0,66200.0,7.5,10.65
2106,72.0,12.5,173.6,4.0,4.0,94800.0,6.5,12.7
2107,153.0,19.0,124.2,5.0,6.0,40233.333333333336,6.7,2.675
2109,80.0,4.49,56.1,2.0,2.0,130900.0,8.19,3.3
2111,59.55,3.16,53.1,4.0,4.0,110200.0,8.19,10.5
2116,160.0,17.0,106.2,5.0,6.0,45400.0,7.5,15.5
2117,86.0,36.0,418.6,5.0,6.0,278600.0,14.0,55.5
2123,102.0,19.9,195.1,6.0,8.0,176500.0,12.0,13.1
2124,47.0,19.0,404.3,3.0,4.0,174500.0,12.0,5.199999999999999
2125,262.0,53.2,203.1,3.0,4.0,66200.0,7.5,8.3
2127,55.0,2.76,50.2,4.0,4.0,234900.0,8.35,5.85
2134,70.0,7.5,107.1,2.0,2.0,132000.0,7.5,8.100000000000001
2136,44.0,1.63,37.0,3.0,3.0,76933.33333333333,4.7,4.9
2138,85.0,21.0,247.1,5.0,5.0,155500.0,7.51,21.0
2140,152.0,5.63,37.0,4.0,3.0,72900.0,6.5,6.2
2145,91.0,15.5,170.3,5.0,6.0,119800.0,8.19,15.4
2149,63.0,3.2,50.8,2.0,1.0,86800.0,4.675000000000001,3.2
2150,58.0,7.5,129.3,4.0,3.0,64800.0,6.95,7.050000000000001
2151,353.0,240.0,679.9,2.0,10.0,179800.0,8.9,9.9
2153,58.0,6.7,115.5,4.0,5.0,64800.0,6.95,7.050000000000001
2154,62.0,4.6,74.2,2.0,2.0,81000.0,6.5,4.6
2156,122.0,11.5,94.3,3.0,3.0,42950.0,7.5,12.75
2157,45.4,6.2,136.6,3.0,2.0,159200.0,12.0,17.0
2159,60.0,4.2,70.0,2.0,1.0,196900.0,8.19,5.15
2164,70.0,4.6,65.7,3.0,4.0,58100.0,4.65,3.96
2165,118.0,6.9,58.5,3.0,2.0,72900.0,6.5,6.2
2167,64.4,11.5,178.6,4.0,4.0,168000.0,8.19,11.5
2168,123.0,18.8,152.8,4.0,5.0,59600.0,6.5,18.8
2170,75.0,7.2,96.0,3.0,3.0,61450.0,7.5,6.7
2177,40.0,3.9,97.5,4.0,3.0,45500.0,4.675000000000001,3.55
2179,62.0,10.8,174.2,4.0,4.0,123900.0,8.19,10.8
2188,118.0,18.0,152.5,4.0,5.0,78800.0,7.51,4.69
2192,90.0,9.79,108.8,4.0,5.0,93150.0,6.7,7.5
2196,80.0,7.5,93.8,4.0,5.0,93150.0,6.7,7.5
2198,90.0,16.8,186.7,6.0,6.0,23700.0,4.675000000000001,9.99
2199,84.0,5.2,61.9,1.0,1.0,57000.0,5.2,6.85
2213,51.0,2.85,55.9,4.0,5.0,185300.0,8.19,11.245000000000001
2217,112.0,18.6,166.1,4.0,5.0,106900.0,6.5,16.25
2218,44.0,6.95,158.0,2.0,1.0,55900.0,6.95,6.95
2220,92.5,5.39,58.3,2.0,2.0,72900.0,6.5,6.2
2222,310.0,16.6,53.5,2.0,2.0,62400.0,7.5,11.4
2224,80.0,4.5600000000000005,57.0,2.0,2.0,120700.0,7.5,5.5
2228,146.0,28.0,191.8,3.0,3.0,115000.0,6.5,10.5
2229,49.8,3.25,65.3,4.0,3.0,188600.0,12.0,23.0
2233,184.0,16.5,89.7,3.0,4.0,61450.0,7.5,6.7
2236,123.0,17.0,138.2,5.0,5.0,53500.0,7.5,17.0
2237,84.0,4.0,47.6,3.0,2.0,72900.0,6.5,6.2
2239,105.0,4.84,46.1,3.0,2.0,72900.0,6.5,6.2
2242,97.0,4.6,47.4,3.0,2.0,132000.0,7.5,7.300000000000001
2248,54.7,5.7,104.2,4.0,5.0,40100.0,5.2,7.1
2251,58.0,2.35,40.5,3.0,4.0,97500.0,6.0,4.175
2253,46.9,23.0,490.4,6.0,5.0,267800.0,14.0,4.48
2256,66.0,8.5,128.8,4.0,3.0,68900.0,6.7,8.5
2258,107.0,15.5,144.9,5.0,5.0,247100.0,8.35,15.5
2260,50.0,5.25,105.0,1.0,1.0,416000.0,14.0,13.75
2261,86.6,5.9,68.1,2.0,2.0,72900.0,6.5,6.2
2263,60.0,5.5,91.7,4.0,3.0,49850.0,7.5,20.25
2267,52.0,5.8,111.5,2.0,2.0,69700.0,6.0,9.445
2278,155.0,18.0,116.1,5.0,6.0,66200.0,7.5,8.3
2280,678.0,95.1,140.3,10.0,10.0,64800.0,6.95,3.0
2281,129.0,3.45,26.7,3.0,3.0,52500.0,5.2,4.896000000000001
2283,126.0,21.5,170.6,3.0,2.0,409900.0,14.0,24.45
2293,122.0,11.5,94.3,4.0,3.0,42950.0,7.5,12.75
2298,104.0,50.0,480.8,7.0,5.0,128300.0,8.19,14.149999999999999
2302,35.0,2.35,67.1,1.0,1.0,164700.0,4.4,4.324999999999999
2306,64.0,6.7,104.7,5.0,6.0,40500.0,6.95,7.2
2315,102.0,6.6,64.7,3.0,2.0,132000.0,7.5,7.300000000000001
2318,67.0,3.0,44.8,2.0,1.0,151700.0,8.19,3.19
2322,51.0,12.5,245.1,4.0,3.0,127200.0,8.9,7.285
2326,273.0,27.0,98.9,4.0,4.0,129600.0,6.7,6.4
2331,40.0,6.3,157.5,2.0,2.0,117400.0,7.51,6.6
2332,96.0,6.04,62.9,2.0,2.0,72900.0,6.5,6.2
2336,76.0,25.5,335.5,7.0,7.0,294400.0,14.0,13.6
2337,18.0,2.65,147.2,2.0,2.0,82600.0,6.0,5.875
2339,141.0,16.5,117.0,10.0,8.0,96400.0,8.19,8.8
2341,100.0,16.0,160.0,6.0,5.0,108900.0,6.0,7.0
2344,110.0,22.7,206.4,6.0,8.0,116600.0,6.0,18.8
2348,55.2,2.55,46.2,3.0,3.0,160000.0,8.19,5.074999999999999
2350,75.0,4.0,53.3,2.0,2.0,92350.0,6.5,4.4
2353,67.8,22.5,331.9,7.0,7.0,320900.0,14.0,23.494999999999997
2354,128.0,11.5,89.8,17.0,18.0,69700.0,6.0,6.550000000000001
2356,83.0,3.5,42.2,2.0,2.0,195600.0,6.5,3.6500000000000004
2357,42.0,10.6,252.4,4.0,4.0,168000.0,8.19,11.5
2358,76.0,7.89,103.8,5.0,5.0,133600.0,6.0,4.92
2360,132.0,11.5,87.1,5.0,4.0,57000.0,5.2,6.85
2361,44.3,10.4,234.8,4.0,4.0,145800.0,8.9,5.2
2365,27.0,2.1,77.8,1.0,1.0,409900.0,14.0,24.45
2368,63.0,8.19,130.0,5.0,7.0,43700.0,8.19,8.16
2371,92.0,4.6,50.0,2.0,2.0,72900.0,6.5,6.2
2373,50.0,1.44,28.8,2.0,2.0,49800.0,2.6,2.85
2374,207.0,116.0,560.4,3.0,3.0,287700.0,8.35,33.0
2375,93.0,3.9,41.9,3.0,2.0,168000.0,8.19,11.5
2384,64.0,7.88,123.1,3.0,2.0,52550.0,2.6,2.665
2386,75.0,3.68,49.1,2.0,2.0,116600.0,6.0,18.8
2388,52.0,1.95,37.5,4.0,4.0,107550.0,6.1,2.42
2394,57.5,2.07,36.0,3.0,3.0,72900.0,6.5,6.2
2395,70.0,13.5,192.9,4.0,4.0,120700.0,6.95,13.5
2397,72.0,4.75,66.0,2.0,2.0,196900.0,8.19,5.15
2398,501.0,5.5,11.0,2.0,1.0,13400.0,6.4,5.5
2412,61.53,12.0,195.0,4.0,3.0,320900.0,14.0,23.494999999999997
2417,133.1,11.0,82.6,3.0,2.0,151500.0,8.9,11.0
2419,55.0,5.8,105.5,4.0,4.0,40100.0,5.2,7.1
2421,214.6,26.5,123.5,4.0,3.0,151500.0,8.9,11.0
2425,134.96,12.5,92.6,3.0,2.0,151500.0,8.9,11.0
2426,68.0,17.8,261.8,8.0,8.0,176500.0,12.0,13.1
