Price,Address,Area,Bedrooms,Toilets,Published At,Hướng nhà,Hướng ban công,Loại tin,Status,Number of Apartments,Developer,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường
16 tỷ,"Dự án Camellia Garden, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",156.0,3,2,24/10/2024,,,Tin thường,Đang mở bán,Công ty CP Đầu tư Nam Long,Công ty CP Đầu tư Nam Long,"(144.067, 161.2]",156.0,16.0,10.3,2024-10-24,3.0,2.0,bình chánh,49800.0,nguyễn văn linh
"2,65 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",67.61,2,2,26/10/2024,Tây,Nam,Tin thường,Đã bàn giao căn hộ,53-86 m²,Công ty CP Tập đoàn Hưng Thịnh,"(58.4, 75.533]",67.61,2.65,3.9,2024-10-26,2.0,2.0,quận 7,40233.333333333336,đào trí
"6,25 tỷ","Dự án Diamond Alnata, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",117.0,3,2,22/10/2024,Tây - Nam,Đông - Bắc,Tin thường,Đã bàn giao,85.5-245 m²,Công ty Cổ phần Gamuda Land Việt Nam,"(109.8, 126.933]",117.0,6.25,5.3,2024-10-22,3.0,2.0,tân phú,72900.0,sơn kỳ
"7,34 tỷ","Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",121.0,3,3,21/10/2024,Đông - Nam,Tây - Bắc,Tin thường,Đang mở bán,79-270.5 m²,Công ty Cổ phần Gamuda Land Việt Nam,"(109.8, 126.933]",121.0,7.34,6.1,2024-10-21,3.0,3.0,tân phú,72900.0,sơn kỳ
"12,5 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",160.0,13,13,29/10/2024,Bắc,Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",160.0,12.5,7.8,2024-10-29,13.0,13.0,thủ đức,64800.0,hiệp bình
"5,6 tỷ","Đường Đô Đốc Long, Phường Tân Thành, Tân Phú, Hồ Chí Minh",39.0,2,1,24/10/2024,Tây,Tây,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",39.0,5.6,14.4,2024-10-24,2.0,1.0,tân phú,77800.0,tân thành
23 tỷ,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",121.0,3,2,21/10/2024,,,Tin thường,Đã bàn giao 4 tòa. Đang mở bán 2 tòa,5,Tập đoàn Vingroup,"(109.8, 126.933]",121.0,23.0,19.0,2024-10-21,3.0,2.0,quận 1,416000.0,tôn đức thắng
65 tỷ,"Dự án Him Lam Kênh Tẻ, Đường Số 5, Phường Tân Hưng, Quận 7, Hồ Chí Minh",237.5,4325581395348837,427906976744186,24/10/2024,,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(229.733, 246.867]",237.5,65.0,27.4,2024-10-24,4325581395348837.0,427906976744186.0,quận 7,80628.373015873,
15 tỷ,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",110.0,3,2,15/10/2024,,,Tin thường,Đã bàn giao 4 tòa. Đang mở bán 2 tòa,5,Tập đoàn Vingroup,"(109.8, 126.933]",110.0,15.0,13.6,2024-10-15,3.0,2.0,quận 1,416000.0,tôn đức thắng
34 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",170.0,4894230769230769,4594059405940594,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",170.0,34.0,20.0,2024-10-24,4894230769230769.0,4594059405940594.0,quận 10,188600.0,nguyễn tri phương
"4,42 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",64.0,3,2,24/10/2024,Đông - Nam,Đông - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",64.0,4.42,6.9,2024-10-24,3.0,2.0,quận 12,58100.0,hà huy giáp
36 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",200.0,4,5,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",200.0,36.0,18.0,2024-10-24,4.0,5.0,quận 3,247100.0,lê văn sỹ
"3,5 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",40.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,3.5,8.8,2024-10-24,2.0,2.0,quận 7,145800.0,nguyễn thị thập
"28,5 tỷ","Đường Trần Bình Trọng, Phường 2, Quận 5, Hồ Chí Minh",166.0,4894230769230769,4594059405940594,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",166.0,28.5,17.2,2024-10-24,4894230769230769.0,4594059405940594.0,quận 5,189500.0,trần bình trọng
"3,6 tỷ","Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",78.0,2,2,21/10/2024,,,Tin thường,Đang mở bán,56-107 m²,Công ty CP Đầu tư Nam Long,"(75.533, 92.667]",78.0,3.6,4.6,2024-10-21,2.0,2.0,bình chánh,49800.0,nguyễn văn linh
"5,99 tỷ","Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",51.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",51.0,5.99,11.7,2024-10-24,2.0,2.0,gò vấp,69700.0,lê văn thọ
"4,7 tỷ","Hẻm 1982, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56.0,4,3,24/10/2024,Tây - Bắc,Tây - Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,4.7,8.4,2024-10-24,4.0,3.0,nhà bè,57000.0,huỳnh tấn phát
"3,6 tỷ","Đường 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",80.0,2,2,29/10/2024,Đông - Nam,Đông - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,3.6,4.5,2024-10-29,2.0,2.0,thủ đức,64800.0,hiệp bình
"9,5 tỷ","Đường Số 12, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,3671965317919075,3411497730711044,29/10/2024,Đông - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,9.5,9.5,2024-10-29,3671965317919075.0,3411497730711044.0,thủ đức,64800.0,hiệp bình
"9,2 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",83.0,332599837000815,32425531914893617,24/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",83.0,9.2,11.1,2024-10-24,332599837000815.0,3.2425531914893616e+16,bình thạnh,166100.0,xô viết nghệ tĩnh
"6,35 tỷ","Dự án Scenic Valley 2, Đường Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Hồ Chí Minh",99.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(92.667, 109.8]",99.0,6.35,6.4,2024-10-24,3.0,2.0,quận 7,129600.0,đường n
"6,8 tỷ","Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",85.0,2,2,24/10/2024,Đông - Bắc,Tây - Nam,Tin thường,Đã bàn giao,1.127,CapitaLand Development (Việt Nam),"(75.533, 92.667]",85.0,6.8,8.0,2024-10-24,2.0,2.0,quận 2,59327.65113974232,
25 tỷ,"Đường Nguyễn Chí Thanh, Phường 1, Quận 11, Hồ Chí Minh",95.0,9,4,24/10/2024,Nam,Tây,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",95.0,25.0,26.3,2024-10-24,9.0,4.0,quận 11,153200.0,nguyễn chí thanh
46 tỷ,"Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",256.0,4575,45,22/10/2024,Tây - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(246.867, 264.0]",256.0,46.0,18.0,2024-10-22,4575.0,45.0,quận 2,77000.0,bùi tá hán
75 tỷ,"Đường Vĩnh Viễn, Phường 4, Quận 10, Hồ Chí Minh",154.0,4181347150259067,3878306878306878,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",154.0,75.0,48.7,2024-10-22,4181347150259067.0,3878306878306878.0,quận 10,109400.0,vĩnh viễn
"10,5 tỷ","Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",72.0,5,5,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",72.0,10.5,14.6,2024-10-24,5.0,5.0,gò vấp,59000.0,nguyễn du
"10,3 tỷ","Hẻm 656, Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",100.0,4,4,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,10.3,10.3,2024-10-24,4.0,4.0,gò vấp,133600.0,quang trung
"2,45 tỷ","Đường Trần Thanh Mại, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,2.45,6.1,2024-10-24,2.0,2.0,bình tân,39000.0,trần thanh mại
"13,8 tỷ","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",64.0,3189538807649044,31226303317535544,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",64.0,13.8,21.6,2024-10-24,3189538807649044.0,3.1226303317535544e+16,quận 11,210600.0,lữ gia
"13,3 tỷ","Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh",79.0,4,4,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",79.0,13.3,16.8,2024-10-24,4.0,4.0,tân bình,103700.0,thân nhân trung
"32,5 tỷ","Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",173.0,2,4594059405940594,24/10/2024,Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",173.0,32.5,18.8,2024-10-24,2.0,4594059405940594.0,quận 7,80628.373015873,
21 tỷ,"Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh",80.0,332599837000815,32425531914893617,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,21.0,26.2,2024-10-19,332599837000815.0,3.2425531914893616e+16,quận 11,129600.0,âu cơ
"7,8 tỷ","Đường Số 28, Phường 6, Gò Vấp, Hồ Chí Minh",68.0,6,6,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",68.0,7.8,11.5,2024-10-24,6.0,6.0,gò vấp,70582.75862068965,
"16,5 tỷ","Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",200.0,16.5,8.2,2024-10-24,4485436893203883.0,4351063829787234.0,gò vấp,101300.0,lê đức thọ
"6,25 tỷ","Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",62.0,6,4,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",62.0,6.25,10.1,2024-10-24,6.0,4.0,gò vấp,95200.0,nguyễn thái sơn
"15,5 tỷ","Dự án Jamona City, Đường D4, Phường Phú Thuận, Quận 7, Hồ Chí Minh",104.5,4,4,29/10/2024,,,Tin thường,Đã bàn giao,1.497,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),"(92.667, 109.8]",104.5,15.5,14.8,2024-10-29,4.0,4.0,quận 7,97200.0,đường d
"5,1 tỷ","Dự án An Phú Apartment, Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",151.9,3,2,24/10/2024,Đông - Bắc,Đông - Bắc,Tin thường,Đã bàn giao,84-147 m²,Công ty CP An Phú,"(144.067, 161.2]",151.9,5.1,3.4,2024-10-24,3.0,2.0,quận 6,195600.0,hậu giang
49 tỷ,"Số 78, Đường Tân Mỹ, Phường Tân Phú, Quận 7, Hồ Chí Minh",100.0,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,49.0,49.0,2024-10-24,3671965317919075.0,3411497730711044.0,quận 7,81000.0,tân mỹ
"3,3 tỷ","Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",50.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.0,3.3,6.6,2024-10-24,3.0,2.0,bình thạnh,105035.10638297872,
53 tỷ,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",200.0,53.0,26.5,2024-10-24,4485436893203883.0,4351063829787234.0,bình thạnh,145800.0,nguyễn gia trí
55 tỷ,"Dự án Him Lam Kênh Tẻ, Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(195.467, 212.6]",200.0,55.0,27.5,2024-10-24,4485436893203883.0,4351063829787234.0,quận 7,145800.0,nguyễn thị thập
15 tỷ,"Đường Số 41, Phường Tân Phong, Quận 7, Hồ Chí Minh",72.0,3189538807649044,31226303317535544,24/10/2024,Đông,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",72.0,15.0,20.8,2024-10-24,3189538807649044.0,3.1226303317535544e+16,quận 7,80628.373015873,
"3,5 tỷ","Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",18.0,2,4,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",18.0,3.5,19.4,2024-10-24,2.0,4.0,bình thạnh,179800.0,điện biên phủ
"3,9 tỷ","Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64.0,3189538807649044,31226303317535544,24/10/2024,Tây,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",64.0,3.9,6.1,2024-10-24,3189538807649044.0,3.1226303317535544e+16,bình tân,55433.333333333336,tỉnh lộ 10
80 tỷ,"Dự án Kim Sơn, Đường Nguyễn Hữu Thọ, Phường Tân Phong, Quận 7, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,Công ty CP Xây dựng và Kinh doanh Nhà Kim Sơn,Công ty CP Xây dựng và Kinh doanh Nhà Kim Sơn,"(195.467, 212.6]",200.0,80.0,40.0,2024-10-24,4485436893203883.0,4351063829787234.0,quận 7,129600.0,đường n
2 tỷ,"Phường Long Bình, Quận 9, Hồ Chí Minh",100.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,2.0,2.0,2024-10-24,3.0,2.0,quận 9,59327.65113974232,
"32,8 tỷ","Đường Số 41, Phường Tân Quy, Quận 7, Hồ Chí Minh",139.5,39029126213592233,35433333333333334,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",139.5,32.8,23.5,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,quận 7,80628.373015873,
27 tỷ,"Đường Cù Lao, Phường 2, Phú Nhuận, Hồ Chí Minh",145.0,4181347150259067,3878306878306878,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",145.0,27.0,18.6,2024-10-24,4181347150259067.0,3878306878306878.0,phú nhuận,155500.0,cù lao
"1,95 tỷ","Đường Kênh C, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",56.0,2,2,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,1.95,3.5,2024-10-29,2.0,2.0,bình chánh,25803.571428571428,
"4,3 tỷ","Đường Nguyễn Đình Kiên, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh",180.0,4551020408163265,45,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(178.333, 195.467]",180.0,4.3,2.4,2024-10-29,4551020408163265.0,45.0,bình chánh,13800.0,nguyễn đình kiên
"2,5 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",59.0,2,1,17/10/2024,Tây - Bắc,Đông,Tin thường,Đã bàn giao,29-81 m²,Tập đoàn Vingroup,"(58.4, 75.533]",59.0,2.5,4.2,2024-10-17,2.0,1.0,quận 9,59327.65113974232,
"9,8 tỷ","Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",113.0,4,5,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",113.0,9.8,8.7,2024-10-29,4.0,5.0,nhà bè,40100.0,đào tông nguyên
"13,5 tỷ","351, Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",52.5,5,5,12/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",52.5,13.5,25.7,2024-10-12,5.0,5.0,quận 3,247100.0,lê văn sỹ
"4,85 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",60.0,2,2,25/10/2024,Đông,Đông,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,4.85,8.1,2024-10-25,2.0,2.0,nhà bè,57000.0,huỳnh tấn phát
"8,3 tỷ","Hẻm 1368, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",86.0,4,5,25/10/2024,Bắc,Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",86.0,8.3,9.7,2024-10-25,4.0,5.0,nhà bè,39166.66666666666,lê văn lương
"13,5 tỷ","Dự án Nam Long Phú Thuận, Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh",80.0,4,5,16/10/2024,Nam,Nam,Tin thường,Đã bàn giao,Công ty CP Đầu tư Nam Long,Công ty CP Đầu tư Nam Long,"(75.533, 92.667]",80.0,13.5,16.9,2024-10-16,4.0,5.0,quận 7,135700.0,đường p
"6,6 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.0,4,5,29/10/2024,Đông - Nam,Đông - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.0,6.6,13.2,2024-10-29,4.0,5.0,quận 7,93150.0,huỳnh tấn phát
"2,69 tỷ","Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",39.8,2,1,29/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",39.8,2.69,6.8,2024-10-29,2.0,1.0,quận 12,27500.0,thạnh lộc 15
"16,1 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",55.3,4,2921553090332805,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",55.3,16.1,29.1,2024-10-22,4.0,2921553090332805.0,quận 3,267300.0,nguyễn đình chiểu
"4,3 tỷ","Đường Số 36, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",43.0,3,3,28/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",43.0,4.3,10.0,2024-10-28,3.0,3.0,thủ đức,49850.0,đường số 3
25 tỷ,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",129.7,6,6,17/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",129.7,25.0,19.3,2024-10-17,6.0,6.0,quận 1,267213.53383458644,
"4,2 tỷ","Hẻm 68, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",66.0,3189538807649044,31226303317535544,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",66.0,4.2,6.4,2024-10-22,3189538807649044.0,3.1226303317535544e+16,quận 9,45400.0,bưng ông thoàn
"19,2 tỷ","Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",97.8,5,5,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",97.8,19.2,19.6,2024-10-29,5.0,5.0,phú nhuận,158200.0,hồ văn huê
"23,5 tỷ","Đường Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",91.0,6,5,29/10/2024,Tây,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",91.0,23.5,25.8,2024-10-29,6.0,5.0,quận 3,285600.0,phạm ngọc thạch
"3,31 tỷ","Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",67.0,2,2,29/10/2024,,,Tin thường,Đã bàn giao,1.570,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"(58.4, 75.533]",67.0,3.31,4.9,2024-10-29,2.0,2.0,quận 9,61450.0,võ chí công
30 tỷ,"Dự án Huy Hoàng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",160.0,4181347150259067,4,25/10/2024,,,Tin thường,Đã bàn giao,Công ty CP May - Xây dựng Huy Hoàng,Công ty CP May - Xây dựng Huy Hoàng,"(144.067, 161.2]",160.0,30.0,18.8,2024-10-25,4181347150259067.0,4.0,quận 2,59327.65113974232,
18 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",48.7,30106870229007634,2921553090332805,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",48.7,18.0,37.0,2024-10-22,3.010687022900763e+16,2921553090332805.0,quận 10,188600.0,nguyễn tri phương
20 tỷ,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",106.9,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",106.9,20.0,18.7,2024-10-24,3671965317919075.0,3411497730711044.0,quận 3,247100.0,lê văn sỹ
24 tỷ,"Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",90.0,332599837000815,32425531914893617,28/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",90.0,24.0,26.7,2024-10-28,332599837000815.0,3.2425531914893616e+16,quận 1,267800.0,nguyễn cư trinh
43 tỷ,"Dự án An Phú An Khánh, Đường Cao Đức Lân, Phường An Phú, Quận 2, Hồ Chí Minh",144.0,8,8,29/10/2024,,,Tin thường,Đã bàn giao,Tổng công ty Địa ốc Sài Gòn Resco,Tổng công ty Địa ốc Sài Gòn Resco,"(126.933, 144.067]",144.0,43.0,29.9,2024-10-29,8.0,8.0,quận 2,77000.0,cao đức lân
21 tỷ,"Đường Lưu Đình Lễ, Phường An Khánh, Quận 2, Hồ Chí Minh",134.0,39029126213592233,35433333333333334,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",134.0,21.0,15.7,2024-10-29,3.902912621359223e+16,3.5433333333333336e+16,quận 2,109400.0,lưu đình lễ
"12,9 tỷ","Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",85.0,4,4,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",85.0,12.9,15.2,2024-10-29,4.0,4.0,thủ đức,64800.0,hiệp bình
37 tỷ,"Đường Điện Biên Phủ, Phường 4, Quận 3, Hồ Chí Minh",71.7,5,5,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",71.7,37.0,51.6,2024-10-29,5.0,5.0,quận 3,190600.0,điện biên phủ
"16,5 tỷ","Đường Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh",100.0,3671965317919075,3411497730711044,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,16.5,16.5,2024-10-29,3671965317919075.0,3411497730711044.0,quận 2,120700.0,lương định của
"11,5 tỷ","Đường 49, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",100.0,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,11.5,11.5,2024-10-24,3671965317919075.0,3411497730711044.0,quận 2,59327.65113974232,
