Price,Address,Area,Bedrooms,Toilets,Published At,Hướng nhà,Hướng ban công,Loại tin,Status,Number of Apartments,Developer,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường
50 tỷ,"Dự án Him Lam 6A, Phố 24, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",250.0,12,11,24/10/2024,Bắc,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(246.867, 264.0]",250.0,50.0,20.0,2024-10-24,12.0,11.0,bình chánh,25803.571428571428,
"2,6 tỷ","Dự án Belleza Apartment, Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",72.0,2,2,24/10/2024,,,Tin thường,Bàn giao ngày 7/11/2012,944,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),"(58.4, 75.533]",72.0,2.6,3.6,2024-10-24,2.0,2.0,quận 7,135700.0,đường p
"3,2 tỷ","Đường Số 45, Phường 14, Gò Vấp, Hồ Chí Minh",36.0,2,2618320610687023,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",36.0,3.2,8.9,2024-10-24,2.0,2618320610687023.0,gò vấp,70582.75862068965,
5 tỷ,"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",65.0,2,2,24/10/2024,Đông - Nam,Đông - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",65.0,5.0,7.7,2024-10-24,2.0,2.0,thủ đức,59327.65113974232,
"7,95 tỷ","Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",120.0,4,3,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",120.0,7.95,6.6,2024-10-24,4.0,3.0,gò vấp,133600.0,quang trung
"8,8 tỷ","Đường hẻm 6m đường Thiên Phước, Phường 9, Tân Bình, Hồ Chí Minh",80.0,3,2,24/10/2024,Tây - Bắc,Tây - Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,8.8,11.0,2024-10-24,3.0,2.0,tân bình,103300.0,thiên phước
"2,15 tỷ","Đường Hàn Hải Nguyên, Phường 2, Quận 11, Hồ Chí Minh",50.0,3,3,24/10/2024,Tây - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.0,2.15,4.3,2024-10-24,3.0,3.0,quận 11,142600.0,hàn hải nguyên
36 tỷ,"Dự án Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",144.0,39029126213592233,35433333333333334,24/10/2024,,,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Công ty TNHH Phát Triển Phú Mỹ Hưng,"(126.933, 144.067]",144.0,36.0,25.0,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,quận 7,80628.373015873,
"3,19 tỷ","Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",64.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,56-114 m²,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,"(58.4, 75.533]",64.0,3.19,5.0,2024-10-24,2.0,2.0,quận 7,56700.0,hoàng quốc việt
79 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",240.0,4325581395348837,427906976744186,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(229.733, 246.867]",240.0,79.0,32.9,2024-10-24,4325581395348837.0,427906976744186.0,quận 1,225500.0,nguyễn văn thủ
45 tỷ,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",160.0,3,3,24/10/2024,,,Tin thường,Đang mở bán,646,Đang cập nhật,"(144.067, 161.2]",160.0,45.0,28.1,2024-10-24,3.0,3.0,quận 2,59327.65113974232,
36 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",100.8,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.8,36.0,35.7,2024-10-24,3671965317919075.0,3411497730711044.0,quận 3,247100.0,lê văn sỹ
"5,58 tỷ","Tân Xuân 1, Tân Xuân, Hóc Môn, Hồ Chí Minh",165.0,4894230769230769,4594059405940594,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",165.0,5.58,3.4,2024-10-24,4894230769230769.0,4594059405940594.0,hóc môn,20194.915254237287,
220 tỷ,"Đường Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh",135.0,39029126213592233,35433333333333334,21/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",135.0,220.0,163.0,2024-10-21,3.902912621359223e+16,3.5433333333333336e+16,quận 1,409900.0,thủ khoa huân
"1,65 tỷ","Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",64.0,3189538807649044,31226303317535544,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",64.0,1.65,2.6,2024-10-24,3189538807649044.0,3.1226303317535544e+16,bình tân,28400.0,"liên khu 5-6, phường bình hưng hòa b"
"12,5 tỷ","Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",94.0,2,2,23/10/2024,,,Tin thường,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Công ty TNHH Keppel Land Việt Nam,"(92.667, 109.8]",94.0,12.5,13.3,2024-10-23,2.0,2.0,quận 2,132000.0,mai chí thọ
"2,95 tỷ","Đường Quốc lộ 1A, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",81.0,332599837000815,32425531914893617,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",81.0,2.95,3.6,2024-10-24,332599837000815.0,3.2425531914893616e+16,bình chánh,37500.0,quốc lộ 1
"7,2 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",130.0,3,1,24/10/2024,Đông,Đông,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",130.0,7.2,5.5,2024-10-24,3.0,1.0,quận 1,267213.53383458644,
20 tỷ,"Dự án Xi Riverview Palace, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",200.0,3,3,24/10/2024,,,Tin thường,Đã bàn giao,270,Công ty GS E & C,"(195.467, 212.6]",200.0,20.0,10.0,2024-10-24,3.0,3.0,quận 2,120700.0,"nguyễn văn hưởng, phường thảo điền"
"2,55 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",66.66,2,2,21/10/2024,,,Tin thường,Đã bàn giao căn hộ,53-86 m²,Công ty CP Tập đoàn Hưng Thịnh,"(58.4, 75.533]",66.66,2.55,3.8,2024-10-21,2.0,2.0,quận 7,40233.333333333336,đào trí
"1,45 tỷ","Đường Tân Thới Nhì 9, Xã Tân Thới Nhì, Hóc Môn, Hồ Chí Minh",95.0,2,1,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",95.0,1.45,1.5,2024-10-24,2.0,1.0,hóc môn,20194.915254237287,
42 tỷ,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",202.0,4,3,24/10/2024,,,Tin thường,Đã bàn giao,57-185 m²,Công Ty Cổ phần Phát triển Bất động sản Refico,"(195.467, 212.6]",202.0,42.0,20.8,2024-10-24,4.0,3.0,quận 2,295000.0,nguyễn cơ thạch
"25,2 tỷ","Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",110.0,3909282700421941,35436241610738257,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",110.0,25.2,22.9,2024-10-24,3909282700421941.0,3.5436241610738256e+16,bình thạnh,145000.0,lê quang định
"1,4 tỷ/m²","Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",72.0,3,2,24/10/2024,Đông - Bắc,Đông - Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",72.0,100.8,140.0,2024-10-24,3.0,2.0,bình chánh,25803.571428571428,
27 tỷ,"Đường A4, Phường 12, Tân Bình, Hồ Chí Minh",108.0,6,6,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",108.0,27.0,25.0,2024-10-24,6.0,6.0,tân bình,101933.79629629629,
"3,5 tỷ","Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",80.0,332599837000815,32425531914893617,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,3.5,4.4,2024-10-24,332599837000815.0,3.2425531914893616e+16,nhà bè,32532.196969696968,
"2,35 tỷ","Đường Trần Văn Giàu, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",40.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,2.35,5.9,2024-10-24,2.0,2.0,bình tân,67650.0,trần văn giàu
34 tỷ,"Dự án Him Lam Kênh Tẻ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,Công ty Cổ phần Him Lam,Công ty Cổ phần Him Lam,"(195.467, 212.6]",200.0,34.0,17.0,2024-10-24,4485436893203883.0,4351063829787234.0,quận 7,80628.373015873,
30 tỷ,"Đường Phan Văn Hân, Phường 17, Bình Thạnh, Hồ Chí Minh",130.0,39029126213592233,35433333333333334,24/10/2024,Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",130.0,30.0,23.1,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,bình thạnh,111000.0,phan văn hân
"4,7 tỷ","River Gate, 151, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",75.0,2,2,19/10/2024,Tây - Nam,Đông - Bắc,Tin thường,Đã bàn giao,Novaland Group,Novaland Group,"(58.4, 75.533]",75.0,4.7,6.3,2024-10-19,2.0,2.0,quận 4,164700.0,bến vân đồn
"2,85 tỷ","Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",40.0,3,3,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,2.85,7.1,2024-10-24,3.0,3.0,gò vấp,101300.0,lê đức thọ
"2,4 tỷ","Q7 Boulevard, số 600, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",70.0,2,2,24/10/2024,,,Tin thường,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",1.008,Công ty CP Tập đoàn Hưng Thịnh,"(58.4, 75.533]",70.0,2.4,3.4,2024-10-24,2.0,2.0,quận 7,129600.0,đường n
"2,78 tỷ","Dự án Topaz Elite, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",78.0,2,2,24/10/2024,,,Tin thường,Đã bàn giao,2.339,Công ty CP Thương mại - Dịch vụ - Xây dựng - Kinh doanh Nhà Vạn Thái,"(75.533, 92.667]",78.0,2.78,3.6,2024-10-24,2.0,2.0,quận 8,74500.0,cao lỗ
"1,5 tỷ","Đường Suối Lội, Xã Tân Thông Hội, Củ Chi, Hồ Chí Minh",130.0,39029126213592233,35433333333333334,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",130.0,1.5,1.2,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,củ chi,8300.0,suối lội
"13,4 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",61.0,3189538807649044,31226303317535544,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",61.0,13.4,22.0,2024-10-24,3189538807649044.0,3.1226303317535544e+16,quận 2,59327.65113974232,
16 tỷ,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",105.0,5,4,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",105.0,16.0,15.2,2024-10-24,5.0,4.0,bình thạnh,151500.0,nguyễn hữu cảnh
"1,76 tỷ","Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",49.5,3,3,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",49.5,1.76,3.6,2024-10-24,3.0,3.0,tân bình,96200.0,bành văn trân
"4,8 tỷ","Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",55.0,30106870229007634,1,24/10/2024,Bắc,,Tin thường,Đã bàn giao,45 - 121 m²,Công ty TNHH Đầu tư Địa ốc Thành phố (CityLand),"(41.267, 58.4]",55.0,4.8,8.7,2024-10-24,3.010687022900763e+16,1.0,gò vấp,116600.0,phan văn trị
"8,9 tỷ","Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",161.0,4,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(144.067, 161.2]",161.0,8.9,5.5,2024-10-24,4.0,2.0,tân phú,90700.0,tân quý
"1,8 tỷ","1/, Đường Tô Ký, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",97.0,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",97.0,1.8,1.9,2024-10-24,3671965317919075.0,3411497730711044.0,hóc môn,20194.915254237287,
40 tỷ,"Dự án Zeit River Thủ Thiêm , Phường An Khánh, Quận 2, Hồ Chí Minh",188.1,4,3,24/10/2024,,Đông - Nam,Tin thường,23/7/2023 mở bán tiếp GĐ2,50-140 m²,Công ty GS Engineering & Construction,"(178.333, 195.467]",188.1,40.0,21.3,2024-10-24,4.0,3.0,quận 2,59327.65113974232,
20 tỷ,"Đường Phạm Văn Đồng, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",229.0,16,16,19/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(212.6, 229.733]",229.0,20.0,8.7,2024-10-19,16.0,16.0,thủ đức,93200.0,phạm văn đồng
"5,5 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",125.0,3909282700421941,35436241610738257,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",125.0,5.5,4.4,2024-10-24,3909282700421941.0,3.5436241610738256e+16,quận 7,145800.0,nguyễn thị thập
"2,45 tỷ","Dự án Hoàng Kim Thế Gia, Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",62.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,Công ty TNHH MTV TM - XD - DV- XNK Vĩnh Phong Thái,Công ty TNHH MTV TM - XD - DV- XNK Vĩnh Phong Thái,"(58.4, 75.533]",62.0,2.45,4.0,2024-10-24,3.0,2.0,bình tân,49900.0,trương phước phan
18 tỷ,"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",126.5,6,7,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",126.5,18.0,14.2,2024-10-22,6.0,7.0,tân bình,126000.0,nguyễn bặc
"4,35 tỷ","Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh",70.0,3189538807649044,31226303317535544,22/10/2024,Đông,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",70.0,4.35,6.2,2024-10-22,3189538807649044.0,3.1226303317535544e+16,bình tân,59300.0,hồ học lãm
"2,3 tỷ","Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",50.0,1,1,21/10/2024,,,Tin thường,Đã bàn giao,3.000,Novaland Group,"(41.267, 58.4]",50.0,2.3,4.6,2024-10-21,1.0,1.0,quận 2,132000.0,mai chí thọ
"7,2 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",62.0,3189538807649044,31226303317535544,24/10/2024,Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",62.0,7.2,11.6,2024-10-24,3189538807649044.0,3.1226303317535544e+16,quận 7,93150.0,huỳnh tấn phát
880 triệu,"Đường Trần Thị Tuồng, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh",107.0,3671965317919075,3411497730711044,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",107.0,0.88,0.8,2024-10-29,3671965317919075.0,3411497730711044.0,củ chi,8990.760869565218,
970 triệu,"Xã Tân An Hội, Củ Chi, Hồ Chí Minh",124.6,3909282700421941,35436241610738257,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",124.6,0.97,0.8,2024-10-29,3909282700421941.0,3.5436241610738256e+16,củ chi,8990.760869565218,
"12,8 tỷ","Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",55.5,4,3,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",55.5,12.8,23.1,2024-10-22,4.0,3.0,bình thạnh,105035.10638297872,
"6,8 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",88.0,5,5,29/10/2024,Đông,Đông,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",88.0,6.8,7.7,2024-10-29,5.0,5.0,nhà bè,39166.66666666666,lê văn lương
"14,7 tỷ","Đường Trần Hữu Trang, Phường 11, Phú Nhuận, Hồ Chí Minh",69.2,8,7,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",69.2,14.7,21.2,2024-10-29,8.0,7.0,phú nhuận,115700.0,trần hữu trang
"7,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",100.0,4,5,29/10/2024,Tây - Bắc,Tây - Bắc,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,7.5,7.5,2024-10-29,4.0,5.0,nhà bè,57000.0,huỳnh tấn phát
"9,3 tỷ","Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",55.2,4,4,25/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",55.2,9.3,16.8,2024-10-25,4.0,4.0,bình thạnh,65600.0,trần bình trọng
"34,9 tỷ","226/, Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",100.0,6,7,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,34.9,34.9,2024-10-24,6.0,7.0,tân bình,185300.0,lê văn sỹ
"4,29 tỷ","The Privia, 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",83.0,3,2,26/10/2024,,,Tin thường,24/2/2024: Bán hết toàn bộ hàng CĐT,1.046,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"(75.533, 92.667]",83.0,4.29,5.2,2024-10-26,3.0,2.0,bình tân,76600.0,an dương vương
"1,43 tỷ","Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",51.0,2,2,25/10/2024,,,Tin thường,Đã bàn giao,48-1-2 m²,Công ty CP Đầu tư LDG,"(41.267, 58.4]",51.0,1.43,2.8,2024-10-25,2.0,2.0,bình chánh,49800.0,nguyễn văn linh
22 tỷ,"Đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",90.0,332599837000815,32425531914893617,21/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",90.0,22.0,24.4,2024-10-21,332599837000815.0,3.2425531914893616e+16,bình thạnh,105035.10638297872,
16 tỷ,"Dự án City Garden, Đường Ngô Tất Tố, Phường 21, Bình Thạnh, Hồ Chí Minh",160.0,3,2,24/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,917,Công Ty Cổ phần Phát triển Bất động sản Refico,"(144.067, 161.2]",160.0,16.0,10.0,2024-10-24,3.0,2.0,bình thạnh,113400.0,ngô tất tố
"7,7 tỷ","Dự án The Beverly - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",100.0,3,2,24/10/2024,Tây - Nam,Đông - Nam,Tin thường,Đang mở bán,5.088,Tập đoàn Vingroup,"(92.667, 109.8]",100.0,7.7,7.7,2024-10-24,3.0,2.0,quận 9,59327.65113974232,
17 tỷ,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",128.0,4,5,24/10/2024,Tây - Bắc,Tây - Bắc,Tin thường,Bàn giao năm 2017,Tập đoàn MIK Corporation,Tập đoàn MIK Corporation,"(126.933, 144.067]",128.0,17.0,13.3,2024-10-24,4.0,5.0,quận 9,45400.0,bưng ông thoàn
"12,8 tỷ","Phường An Lạc A, Quận Bình Tân, Hồ Chí Minh",90.0,4,4,24/10/2024,Tây,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",90.0,12.8,14.2,2024-10-24,4.0,4.0,bình tân,45781.513083048914,
"10,4 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",106.2,3,2,28/10/2024,Đông,Đông,Tin thường,Đã bàn giao,13.000,Tập đoàn Vingroup,"(92.667, 109.8]",106.2,10.4,9.8,2024-10-28,3.0,2.0,bình thạnh,179800.0,điện biên phủ
"5,3 tỷ","Phường Tân Hưng, Quận 7, Hồ Chí Minh",60.0,4,2,29/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,5.3,8.8,2024-10-29,4.0,2.0,quận 7,80628.373015873,
"2,8 tỷ","Dự án Bình Chánh New Center, Đường Hoàng Phan Thái, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",88.0,332599837000815,32425531914893617,24/10/2024,,,Tin thường,Đang cập nhật tiến độ,Đang cập nhật,Đang cập nhật,"(75.533, 92.667]",88.0,2.8,3.2,2024-10-24,332599837000815.0,3.2425531914893616e+16,bình chánh,23000.0,đường hoàng phan thái
150 tỷ,"The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,Nam,,Tin thường,Đang mở bán,646,Đang cập nhật,"(195.467, 212.6]",200.0,150.0,75.0,2024-10-24,4485436893203883.0,4351063829787234.0,quận 2,59327.65113974232,
160 triệu/m²,"Dự án Thủ Thiêm Villa, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",176.0,4894230769230769,4594059405940594,24/10/2024,,,Tin thường,Đang cập nhật tiến độ,Công ty CP Đầu tư Thủ Thiêm,Công ty CP Đầu tư Thủ Thiêm,"(161.2, 178.333]",176.0,28.16,16.0,2024-10-24,4894230769230769.0,4594059405940594.0,quận 2,59327.65113974232,
61 triệu/m²,"Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",120.0,3,3,24/10/2024,Đông - Nam,Bắc,Tin thường,Đang mở bán,79-270.5 m²,Công ty Cổ phần Gamuda Land Việt Nam,"(109.8, 126.933]",120.0,7.32,6.1,2024-10-24,3.0,3.0,tân phú,72900.0,sơn kỳ
"4,95 tỷ","Đường Nguyễn Du, Phường Bến Thành, Quận 1, Hồ Chí Minh",21.0,2,3,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",21.0,4.95,23.6,2024-10-22,2.0,3.0,quận 1,266400.0,nguyễn du
"2,25 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",53.67,1,1,28/10/2024,Nam,Tây,Tin VIP Bạc,Đã bàn giao căn hộ,53-86 m²,Công ty CP Tập đoàn Hưng Thịnh,"(41.267, 58.4]",53.67,2.25,4.2,2024-10-28,1.0,1.0,quận 7,40233.333333333336,đào trí
"16,95 tỷ","Phường 15, Quận 10, Hồ Chí Minh",73.0,4,5,29/10/2024,Tây - Nam,Tây - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",73.0,16.95,23.2,2024-10-29,4.0,5.0,quận 1,267213.53383458644,
"3,3 tỷ","Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",72.0,2,2,24/10/2024,,,Tin thường,Đang mở bán,56-107 m²,Công ty CP Đầu tư Nam Long,"(58.4, 75.533]",72.0,3.3,4.6,2024-10-24,2.0,2.0,bình chánh,49800.0,nguyễn văn linh
95 tỷ,"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",200.0,4485436893203883,4351063829787234,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",200.0,95.0,47.5,2024-10-24,4485436893203883.0,4351063829787234.0,quận 1,161600.0,cô giang
15 tỷ,"Đường Số 65, Phường Thảo Điền, Quận 2, Hồ Chí Minh",120.0,2,2,25/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",120.0,15.0,12.5,2024-10-25,2.0,2.0,quận 2,40950.0,đường số 6
"2,99 tỷ","Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",65.0,2,2,24/10/2024,,,Tin thường,Đang mở bán,56-107 m²,Công ty CP Đầu tư Nam Long,"(58.4, 75.533]",65.0,2.99,4.6,2024-10-24,2.0,2.0,bình chánh,49800.0,nguyễn văn linh
23 tỷ,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",180.0,4551020408163265,45,24/10/2024,,,Tin thường,"3/2023: Mở bán 12 căn nhà phố, biệt thự",550,Tập đoàn Vingroup,"(178.333, 195.467]",180.0,23.0,12.8,2024-10-24,4551020408163265.0,45.0,quận 9,59327.65113974232,
65 tỷ,"Phường Thảo Điền, Quận 2, Hồ Chí Minh",204.3,8,8,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",204.3,65.0,31.8,2024-10-24,8.0,8.0,quận 2,59327.65113974232,
20 tỷ,"666 Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",97.4,3671965317919075,3411497730711044,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",97.4,20.0,20.5,2024-10-24,3671965317919075.0,3411497730711044.0,quận 1,267213.53383458644,
"1,98 tỷ","Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",16.0,3,2,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",16.0,1.98,12.4,2024-10-24,3.0,2.0,thủ đức,59327.65113974232,
