Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,"7,2 tỷ","Hẻm 18, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,"82,6 m²",3 phòng,3 phòng,24/10/2024,"82,6 m²","7,2 tỷ",,,24/10/2024,03/11/2024,Tin thường,40787642,,,,,,"Hẻm 18, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,"16,6 tỷ","Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,23/10/2024,80 m²,"16,6 tỷ",,,23/10/2024,02/11/2024,Tin thường,41297488,,,,,,"Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,42 tỷ,"Đường 15, Phường Tân Quy, Quận 7, Hồ Chí Minh",,200 m²,,,23/10/2024,200 m²,42 tỷ,Nam,,23/10/2024,02/11/2024,Tin thường,41292146,,,,,,"Đường 15, Phường Tân Quy, Quận 7, Hồ Chí Minh"
,"14,2 tỷ","Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,200 m²,,,27/10/2024,200 m²,"14,2 tỷ",,,27/10/2024,06/11/2024,Tin thường,41334177,,,,,,"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
,"13,8 tỷ","Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",,55 m²,,,26/10/2024,55 m²,"13,8 tỷ",,,26/10/2024,05/11/2024,Tin thường,41333031,,,,,,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh"
,44 tỷ,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",,"97,5 m²",,,21/10/2024,"97,5 m²",44 tỷ,,,21/10/2024,31/10/2024,Tin thường,40890397,,,,,,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh"
,34 tỷ,"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",,160 m²,,,22/10/2024,160 m²,34 tỷ,,,22/10/2024,01/11/2024,Tin thường,41190496,,,,,,"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh"
,54 tỷ,"Đường Nguyễn Trọng Tuyển, Phường 10, Phú Nhuận, Hồ Chí Minh",,171 m²,,,26/10/2024,171 m²,54 tỷ,,,26/10/2024,05/11/2024,Tin thường,41333094,,,,,,"Đường Nguyễn Trọng Tuyển, Phường 10, Phú Nhuận, Hồ Chí Minh"
,780 triệu,"Đường Dương Đình Cúc, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",,50 m²,3 phòng,2 phòng,13/10/2024,50 m²,780 triệu,,,13/10/2024,12/11/2024,Tin thường,41096170,,,,,,"Đường Dương Đình Cúc, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh"
River Town Trí Kiệt,67 triệu/m²,"Dự án River Town Trí Kiệt, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"267,5 m²",,,24/10/2024,"267,5 m²",67 triệu/m²,,,24/10/2024,08/11/2024,Tin thường,41305289,River Town Trí Kiệt,Đang cập nhật tiến độ,Đang cập nhật,,Đang cập nhật,"Dự án River Town Trí Kiệt, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
,39 tỷ,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",,160 m²,,,26/10/2024,160 m²,39 tỷ,,,26/10/2024,05/11/2024,Tin thường,41331976,,,,,,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh"
,55 tỷ,"Đường Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",,"85,5 m²",,,20/10/2024,"85,5 m²",55 tỷ,,,20/10/2024,30/10/2024,Tin thường,41161696,,,,,,"Đường Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,49 tỷ,"Đường Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,138 m²,,,26/10/2024,138 m²,49 tỷ,,,26/10/2024,05/11/2024,Tin thường,40909478,,,,,,"Đường Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
,"4,57 tỷ","Đường Hòa Hảo, Phường 4, Quận 10, Hồ Chí Minh",,"63,9 m²",4 phòng,3 phòng,27/10/2024,"63,9 m²","4,57 tỷ",,,27/10/2024,06/11/2024,Tin thường,41335142,,,,,,"Đường Hòa Hảo, Phường 4, Quận 10, Hồ Chí Minh"
,34 tỷ,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",,300 m²,16 phòng,7 phòng,26/10/2024,300 m²,34 tỷ,,,26/10/2024,05/11/2024,Tin thường,41331675,,,,,,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh"
,23 tỷ,"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,213 m²,,,23/10/2024,213 m²,23 tỷ,Bắc,,23/10/2024,02/11/2024,Tin thường,40869921,,,,,,"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
,33 tỷ,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",,188 m²,10 phòng,10 phòng,18/10/2024,188 m²,33 tỷ,,,18/10/2024,28/10/2024,Tin thường,40945478,,,,,,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh"
Hoàng Anh Gold House,"4,15 tỷ","Dự án Hoàng Anh An Tiến - Gold House, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,193 m²,5 phòng,4 phòng,22/10/2024,193 m²,"4,15 tỷ",,,22/10/2024,01/11/2024,Tin thường,41283744,Hoàng Anh Gold House,Đang cập nhật tiến độ,Công ty CP Hoàng Anh Gia Lai,,Công ty CP Hoàng Anh Gia Lai,"Dự án Hoàng Anh An Tiến - Gold House, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,59 tỷ,"Đường Lưu Văn Lang, Phường Bến Thành, Quận 1, Hồ Chí Minh",,112 m²,,,26/10/2024,112 m²,59 tỷ,,,26/10/2024,05/11/2024,Tin thường,41331400,,,,,,"Đường Lưu Văn Lang, Phường Bến Thành, Quận 1, Hồ Chí Minh"
,42 tỷ,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",,160 m²,,,23/10/2024,160 m²,42 tỷ,,,23/10/2024,02/11/2024,Tin thường,41298977,,,,,,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh"
,"3,15 tỷ","Hẻm số 60/..., Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",,73 m²,3 phòng,3 phòng,20/10/2024,73 m²,"3,15 tỷ",,,20/10/2024,30/10/2024,Tin thường,40760954,,,,,,"Hẻm số 60/..., Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
The Rainbow - Vinhomes Grand Park,"2,35 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,1 phòng,27/10/2024,59 m²,"2,35 tỷ",,,27/10/2024,26/11/2024,Tin thường,40935214,The Rainbow - Vinhomes Grand Park,Đã bàn giao,29-81 m²,10.343,Tập đoàn Vingroup,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,64 tỷ,"Đường Nguyễn Thanh Sơn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,320 m²,,,26/10/2024,320 m²,64 tỷ,,,26/10/2024,05/11/2024,Tin thường,41333085,,,,,,"Đường Nguyễn Thanh Sơn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
,"1,8 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,80 m²,,,27/10/2024,80 m²,"1,8 tỷ",,,27/10/2024,06/11/2024,Tin thường,31624606,,,,,,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,38 tỷ,"Đường Xô Viết Nghệ Tĩnh, Phường 19, Bình Thạnh, Hồ Chí Minh",,265 m²,,,19/10/2024,265 m²,38 tỷ,,,19/10/2024,29/10/2024,Tin thường,41259936,,,,,,"Đường Xô Viết Nghệ Tĩnh, Phường 19, Bình Thạnh, Hồ Chí Minh"
,"6,29 tỷ","Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",,66 m²,3 phòng,4 phòng,27/10/2024,66 m²,"6,29 tỷ",,,27/10/2024,06/11/2024,Tin thường,40770399,,,,,,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
,62 tỷ,"Đường Nguyễn Văn Hưởng, Phường An Phú, Thủ Đức, Hồ Chí Minh",,200 m²,,,26/10/2024,200 m²,62 tỷ,,,26/10/2024,05/11/2024,Tin thường,41117671,,,,,,"Đường Nguyễn Văn Hưởng, Phường An Phú, Thủ Đức, Hồ Chí Minh"
,45 tỷ,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",,200 m²,,,18/10/2024,200 m²,45 tỷ,,,18/10/2024,28/10/2024,Tin thường,41253914,,,,,,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh"
,19 tỷ,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh",,119 m²,8 phòng,8 phòng,18/10/2024,119 m²,19 tỷ,,,18/10/2024,28/10/2024,Tin thường,41075043,,,,,,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh"
,"9,1 tỷ","Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,"92,5 m²",4 phòng,5 phòng,26/10/2024,"92,5 m²","9,1 tỷ",,,26/10/2024,05/11/2024,Tin thường,39351252,,,,,,"Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,115 tỷ,"Đường Nguyễn Hữu Thọ, Phường Tân Quy, Quận 7, Hồ Chí Minh",,11.000 m²,,,26/10/2024,11.000 m²,115 tỷ,,,26/10/2024,05/11/2024,Tin thường,40742110,,,,,,"Đường Nguyễn Hữu Thọ, Phường Tân Quy, Quận 7, Hồ Chí Minh"
,Thỏa thuận,"Đường Trần Hưng Đạo, Phường 10, Quận 5, Hồ Chí Minh",,68 m²,3 phòng,,26/10/2024,68 m²,Thỏa thuận,,,26/10/2024,05/11/2024,Tin thường,37037993,,,,,,"Đường Trần Hưng Đạo, Phường 10, Quận 5, Hồ Chí Minh"
,"10,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,107 m²,4 phòng,5 phòng,24/10/2024,107 m²,"10,5 tỷ",,,24/10/2024,03/11/2024,Tin thường,40900034,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,42 tỷ,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",,200 m²,15 phòng,16 phòng,20/10/2024,200 m²,42 tỷ,,,20/10/2024,30/10/2024,Tin thường,41264973,,,,,,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,23/10/2024,80 m²,"7,5 tỷ",,,23/10/2024,02/11/2024,Tin thường,40883158,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"7,2 tỷ","Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",,85 m²,3 phòng,3 phòng,23/10/2024,85 m²,"7,2 tỷ",,,23/10/2024,02/11/2024,Tin thường,41295494,,,,,,"Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh"
,"8,6 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,"83,6 m²",4 phòng,5 phòng,21/10/2024,"83,6 m²","8,6 tỷ",,,21/10/2024,31/10/2024,Tin thường,40540623,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,45 tỷ,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",,200 m²,,,18/10/2024,200 m²,45 tỷ,,,18/10/2024,28/10/2024,Tin thường,41253914,,,,,,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh"
,"7,3 tỷ","Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",,62 m²,3 phòng,4 phòng,20/10/2024,62 m²,"7,3 tỷ",,,20/10/2024,30/10/2024,Tin thường,41265032,,,,,,"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh"
,115 tỷ,"Đường Nguyễn Hữu Thọ, Phường Tân Quy, Quận 7, Hồ Chí Minh",,11.000 m²,,,26/10/2024,11.000 m²,115 tỷ,,,26/10/2024,05/11/2024,Tin thường,40742110,,,,,,"Đường Nguyễn Hữu Thọ, Phường Tân Quy, Quận 7, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,26/10/2024,80 m²,"7,5 tỷ",,,26/10/2024,05/11/2024,Tin thường,39062898,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,"4,5 tỷ","Đường Trần Huy Liệu, Phường 9, Phú Nhuận, Hồ Chí Minh",,40 m²,3 phòng,3 phòng,27/10/2024,40 m²,"4,5 tỷ",,,27/10/2024,06/11/2024,Tin thường,34225851,,,,,,"Đường Trần Huy Liệu, Phường 9, Phú Nhuận, Hồ Chí Minh"
M-One Gia Định,"1,89 tỷ","Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh",,71 m²,2 phòng,2 phòng,26/10/2024,71 m²,"1,89 tỷ",,,26/10/2024,05/11/2024,Tin thường,39456871,M-One Gia Định,Đã bàn giao,49-90 m²,160,Masterise Homes,"Dự án M-One Gia Định, Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh"
,25 tỷ,"Đường Trường Sơn, Phường 5, Quận 10, Hồ Chí Minh",,102 m²,,,26/10/2024,102 m²,25 tỷ,,,26/10/2024,05/11/2024,Tin thường,41330900,,,,,,"Đường Trường Sơn, Phường 5, Quận 10, Hồ Chí Minh"
,86 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",,264 m²,,,24/10/2024,264 m²,86 tỷ,,,24/10/2024,03/11/2024,Tin thường,41311585,,,,,,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh"
The Sun Residence,"6,4 tỷ","Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,50 m²,4 phòng,5 phòng,21/10/2024,50 m²,"6,4 tỷ",,,21/10/2024,31/10/2024,Tin thường,39593841,The Sun Residence,Đã bàn giao,Đang cập nhật,,Đang cập nhật,"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh"
Opal Garden,"1,69 tỷ","Dự án Opal Garden, Đường 20, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh.",,71 m²,2 phòng,2 phòng,26/10/2024,71 m²,"1,69 tỷ",,,26/10/2024,05/11/2024,Tin thường,40287584,Opal Garden,Đã bàn giao,59-218 m²,470,Tập đoàn Đất Xanh,"Dự án Opal Garden, Đường 20, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh."
,"7,5 tỷ","Phường 7, Tân Bình, Hồ Chí Minh",,56 m²,4 phòng,,26/10/2024,56 m²,"7,5 tỷ",,,26/10/2024,05/11/2024,Tin thường,41333081,,,,,,"Phường 7, Tân Bình, Hồ Chí Minh"
The Rainbow - Vinhomes Grand Park,"2,35 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,1 phòng,27/09/2024,59 m²,"2,35 tỷ",,,27/09/2024,27/10/2024,Tin thường,40935214,The Rainbow - Vinhomes Grand Park,Đã bàn giao,29-81 m²,10.343,Tập đoàn Vingroup,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"11,5 tỷ","Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",,96 m²,2 phòng,1 phòng,23/10/2024,96 m²,"11,5 tỷ",Tây - Bắc,Tây - Bắc,23/10/2024,02/11/2024,Tin thường,40968390,,,,,,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh"
The Rainbow - Vinhomes Grand Park,"2,35 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,1 phòng,27/10/2024,59 m²,"2,35 tỷ",,,27/10/2024,26/11/2024,Tin thường,40935214,The Rainbow - Vinhomes Grand Park,Đã bàn giao,29-81 m²,10.343,Tập đoàn Vingroup,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"6,29 tỷ","Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",,66 m²,3 phòng,4 phòng,27/10/2024,66 m²,"6,29 tỷ",,,27/10/2024,06/11/2024,Tin thường,40770399,,,,,,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
Midtown Phú Mỹ Hưng,"11,8 tỷ","Midtown Phú Mỹ Hưng, Đường 16, Phường Tân Phú, Quận 7, Hồ Chí Minh",,135 m²,3 phòng,2 phòng,22/10/2024,135 m²,"11,8 tỷ",Đông - Bắc,Tây - Nam,22/10/2024,06/11/2024,Tin thường,41159409,Midtown Phú Mỹ Hưng,"Tháng 10/2022: tòa M5, M6, M7 đã có sổ hồng",2.125,Công ty TNHH Phát Triển Phú Mỹ Hưng,Công ty TNHH Phát Triển Phú Mỹ Hưng,"Midtown Phú Mỹ Hưng, Đường 16, Phường Tân Phú, Quận 7, Hồ Chí Minh"
,"6,29 tỷ","Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",,66 m²,3 phòng,4 phòng,27/10/2024,66 m²,"6,29 tỷ",,,27/10/2024,06/11/2024,Tin thường,40770399,,,,,,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
,35 tỷ,"Đường Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Hồ Chí Minh",,270 m²,5 phòng,6 phòng,23/10/2024,270 m²,35 tỷ,,,23/10/2024,02/11/2024,Tin thường,41187290,,,,,,"Đường Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Hồ Chí Minh"
Vinhomes Golden River Ba Son,18 triệu/tháng,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",,50 m²,1 phòng,1 phòng,21/10/2024,50 m²,18 triệu/tháng,,Nam,21/10/2024,28/10/2024,Tin VIP Vàng,41277956,Vinhomes Golden River Ba Son,Đã bàn giao 4 tòa. Đang mở bán 2 tòa,5,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
,"9,1 tỷ","Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,"92,5 m²",4 phòng,5 phòng,26/10/2024,"92,5 m²","9,1 tỷ",,,26/10/2024,05/11/2024,Tin thường,39351252,,,,,,"Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,"9,1 tỷ","Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,"92,5 m²",4 phòng,5 phòng,26/10/2024,"92,5 m²","9,1 tỷ",,,26/10/2024,05/11/2024,Tin thường,39351252,,,,,,"Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,24 tỷ,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",,104 m²,6 phòng,6 phòng,23/10/2024,104 m²,24 tỷ,,,23/10/2024,02/11/2024,Tin thường,36566176,,,,,,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh"
Khu dân cư Thái Sơn 1,54 triệu/m²,"Dự án Thái Sơn 1, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,250 m²,,,21/10/2024,250 m²,54 triệu/m²,,,21/10/2024,31/10/2024,Tin thường,31993283,Khu dân cư Thái Sơn 1,Đang cập nhật tiến độ,Tổng công ty Thái Sơn,,Tổng công ty Thái Sơn,"Dự án Thái Sơn 1, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,"10,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,107 m²,4 phòng,5 phòng,24/10/2024,107 m²,"10,5 tỷ",,,24/10/2024,03/11/2024,Tin thường,40900034,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,"10,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,107 m²,4 phòng,5 phòng,24/10/2024,107 m²,"10,5 tỷ",,,24/10/2024,03/11/2024,Tin thường,40900034,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
The Krista,"3,9 tỷ","Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"78,88 m²",2 phòng,2 phòng,23/10/2024,"78,88 m²","3,9 tỷ",Tây,Đông,23/10/2024,02/11/2024,Tin thường,40016861,The Krista,Đã bàn giao,70-152 m²,344,CapitaLand Development (Việt Nam),"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
,890 triệu,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,70 m²,,,27/10/2024,70 m²,890 triệu,,,27/10/2024,06/11/2024,Tin thường,41217288,,,,,,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,23/10/2024,80 m²,"7,5 tỷ",,,23/10/2024,02/11/2024,Tin thường,40883158,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
The Rainbow - Vinhomes Grand Park,"2,35 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,1 phòng,27/10/2024,59 m²,"2,35 tỷ",,,27/10/2024,26/11/2024,Tin thường,40935214,The Rainbow - Vinhomes Grand Park,Đã bàn giao,29-81 m²,10.343,Tập đoàn Vingroup,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,23/10/2024,80 m²,"7,5 tỷ",,,23/10/2024,02/11/2024,Tin thường,40883158,,,,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"7,9 tỷ","Đường Tôn Đản, Phường 14, Quận 4, Hồ Chí Minh",,43 m²,2 phòng,1 phòng,27/10/2024,43 m²,"7,9 tỷ",,,27/10/2024,06/11/2024,Tin thường,41335140,,,,,,"Đường Tôn Đản, Phường 14, Quận 4, Hồ Chí Minh"
,"8,6 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,"83,6 m²",4 phòng,5 phòng,21/10/2024,"83,6 m²","8,6 tỷ",,,21/10/2024,31/10/2024,Tin thường,40540623,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,"6,29 tỷ","Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",,66 m²,3 phòng,4 phòng,27/10/2024,66 m²,"6,29 tỷ",,,27/10/2024,06/11/2024,Tin thường,40770399,,,,,,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
,"8,6 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,"83,6 m²",4 phòng,5 phòng,21/10/2024,"83,6 m²","8,6 tỷ",,,21/10/2024,31/10/2024,Tin thường,40540623,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,"2,5 tỷ","Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",,180 m²,,,24/10/2024,180 m²,"2,5 tỷ",,,24/10/2024,03/11/2024,Tin thường,40740133,,,,,,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,26/10/2024,80 m²,"7,5 tỷ",,,26/10/2024,05/11/2024,Tin thường,39062898,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,"9,1 tỷ","Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,"92,5 m²",4 phòng,5 phòng,26/10/2024,"92,5 m²","9,1 tỷ",,,26/10/2024,05/11/2024,Tin thường,39351252,,,,,,"Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,"7,5 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,80 m²,4 phòng,5 phòng,26/10/2024,80 m²,"7,5 tỷ",,,26/10/2024,05/11/2024,Tin thường,39062898,,,,,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
